roll_no,gender,race_ethnicity,parental_level_of_education,lunch,test_preparation_course,math_score,reading_score,writing_score,science_score,total_score,grade,percentage,pass_fail
std-7294,female,group A,some high school,1.0,0.0,54.0,33.0,82.0,56.0,225.0,D,56.25,Pass
std-7295,female,group A,some college,0.0,0.0,62.0,75.0,87.0,54.0,278.0,C,69.5,Pass
std-7296,female,group A,associate's degree,1.0,1.0,67.0,63.0,73.0,66.0,269.0,C,67.25,Pass
std-7297,female,group D,bachelor's degree,1.0,0.0,45.0,76.0,41.0,75.0,237.0,D,59.25,Pass
std-7298,female,group C,some college,1.0,0.0,68.0,70.0,83.0,61.0,282.0,C,70.5,Pass
std-7299,female,group D,some college,1.0,0.0,55.0,73.0,88.0,77.0,293.0,C,73.25,Pass
std-7300,female,group D,associate's degree,0.0,0.0,69.0,74.0,100.0,59.0,302.0,B,75.5,Pass
std-7301,female,group D,some high school,0.0,1.0,86.0,64.0,90.0,72.0,312.0,B,78.0,Pass
std-7302,female,group D,some high school,0.0,0.0,75.0,78.0,81.0,52.0,286.0,C,71.5,Pass
std-7303,Girl,group D,some college,0.0,0.0,72.0,96.0,94.0,84.0,346.0,B,86.5,Pass
std-7304,female,group B,high school,1.0,0.0,71.0,54.0,66.0,74.0,265.0,C,66.25,Pass
std-7305,female,group B,bachelor's degree,0.0,0.0,67.0,75.0,70.0,64.0,276.0,C,69.0,Pass
std-7306,female,group D,high school,1.0,0.0,100.0,72.0,51.0,43.0,266.0,C,66.5,Pass
std-7307,female,group E,master's degree,1.0,0.0,68.0,92.0,95.0,97.0,352.0,A,88.0,Pass
std-7308,female,group D,master's degree,0.0,0.0,48.0,55.0,50.0,100.0,253.0,C,63.24999999999999,Pass
std-7309,female,group A,high school,1.0,1.0,43.0,100.0,89.0,86.0,318.0,B,79.5,Pass
std-7310,female,group E,some high school,1.0,0.0,63.0,98.0,92.0,79.0,332.0,B,83.0,Pass
std-7311,female,group E,some college,1.0,0.0,75.0,54.0,53.0,63.0,245.0,D,61.25000000000001,Pass
std-7312,female,group A,associate's degree,0.0,1.0,56.0,64.0,90.0,30.0,240.0,D,60.0,Pass
std-7313,female,group B,some college,0.0,1.0,52.0,95.0,71.0,83.0,301.0,B,75.25,Pass
std-7314,female,group C,some college,1.0,1.0,57.0,88.0,54.0,71.0,270.0,C,67.5,Pass
std-7315,female,group B,master's degree,0.0,0.0,61.0,69.0,70.0,88.0,288.0,C,72.0,Pass
std-7316,female,group B,some high school,0.0,1.0,45.0,70.0,71.0,100.0,286.0,C,71.5,Pass
std-7317,female,group D,high school,1.0,0.0,100.0,51.0,47.0,70.0,268.0,C,67.0,Pass
std-7318,female,group C,bachelor's degree,0.0,0.0,45.0,64.0,73.0,97.0,279.0,C,69.75,Pass
std-7319,female,group B,bachelor's degree,1.0,1.0,68.0,76.0,96.0,70.0,310.0,B,77.5,Pass
std-7320,female,group D,high school,1.0,0.0,45.0,46.0,88.0,55.0,234.0,D,58.5,Pass
std-7321,female,group C,associate's degree,1.0,0.0,65.0,100.0,73.0,83.0,321.0,B,80.25,Pass
std-7322,female,group E,associate's degree,0.0,0.0,53.0,74.0,80.0,71.0,278.0,C,69.5,Pass
std-7323,female,group B,high school,1.0,0.0,47.0,72.0,87.0,67.0,273.0,C,68.25,Pass
std-7324,female,group A,high school,1.0,0.0,90.0,63.0,60.0,59.0,272.0,C,68.0,Pass
std-7325,female,group E,some college,1.0,1.0,57.0,70.0,67.0,77.0,271.0,C,67.75,Pass
std-7326,female,group B,some college,1.0,0.0,53.0,79.0,77.0,90.0,299.0,C,74.75,Pass
std-7327,female,group D,some high school,1.0,1.0,74.0,36.0,70.0,77.0,257.0,C,64.25,Pass
std-7328,female,group B,some high school,1.0,0.0,44.0,23.0,74.0,51.0,192.0,D,48.0,Pass
std-7329,female,group A,associate's degree,0.0,0.0,74.0,23.0,64.0,93.0,254.0,C,63.5,Pass
std-7330,female,group C,high school,1.0,0.0,62.0,38.0,53.0,81.0,234.0,D,58.5,Pass
std-7331,female,group D,master's degree,1.0,0.0,58.0,67.0,50.0,81.0,256.0,C,64.0,Pass
std-7332,female,group D,high school,0.0,1.0,54.0,48.0,100.0,81.0,283.0,C,70.75,Pass
std-7333,female,group C,bachelor's degree,1.0,0.0,82.0,66.0,81.0,56.0,285.0,C,71.25,Pass
std-7334,female,group C,some high school,1.0,1.0,53.0,62.0,63.0,90.0,268.0,C,67.0,Pass
std-7335,female,group B,some college,0.0,0.0,54.0,69.0,83.0,80.0,286.0,C,71.5,Pass
std-7336,female,group D,associate's degree,0.0,0.0,49.0,94.0,74.0,63.0,280.0,C,70.0,Pass
std-7337,female,group D,some high school,1.0,1.0,65.0,68.0,98.0,49.0,280.0,C,70.0,Pass
std-7338,female,group B,some high school,1.0,0.0,77.0,57.0,64.0,74.0,272.0,C,68.0,Pass
std-7339,female,group D,some high school,1.0,0.0,61.0,89.0,80.0,85.0,315.0,B,78.75,Pass
std-7340,female,group C,some college,1.0,1.0,94.0,46.0,66.0,80.0,286.0,C,71.5,Pass
std-7341,female,group D,bachelor's degree,1.0,1.0,27.0,56.0,68.0,68.0,219.0,D,54.75,Pass
std-7342,female,group B,bachelor's degree,1.0,0.0,80.0,54.0,81.0,40.0,255.0,C,63.74999999999999,Pass
std-7343,female,group D,associate's degree,1.0,0.0,42.0,96.0,54.0,50.0,242.0,D,60.5,Pass
std-7344,female,group E,associate's degree,1.0,0.0,64.0,44.0,83.0,42.0,233.0,D,58.25,Pass
std-7345,female,group A,high school,1.0,0.0,75.0,38.0,69.0,63.0,245.0,D,61.25000000000001,Pass
std-7346,female,group E,some high school,1.0,0.0,86.0,93.0,99.0,77.0,355.0,A,88.75,Pass
std-7347,female,group A,bachelor's degree,1.0,1.0,100.0,40.0,84.0,44.0,268.0,C,67.0,Pass
std-7348,female,group E,bachelor's degree,1.0,0.0,61.0,55.0,37.0,66.0,219.0,D,54.75,Pass
std-7349,female,group B,associate's degree,0.0,1.0,54.0,66.0,80.0,46.0,246.0,D,61.5,Pass
std-7350,female,group C,some high school,0.0,1.0,52.0,87.0,66.0,81.0,286.0,C,71.5,Pass
std-7351,female,group D,associate's degree,1.0,0.0,73.0,84.0,46.0,64.0,267.0,C,66.75,Pass
std-7352,female,group B,associate's degree,1.0,0.0,85.0,55.0,40.0,65.0,245.0,D,61.25000000000001,Pass
std-7353,female,group D,some high school,0.0,0.0,60.0,69.0,82.0,46.0,257.0,C,64.25,Pass
std-7354,female,group C,associate's degree,1.0,1.0,67.0,91.0,66.0,67.0,291.0,C,72.75,Pass
std-7355,female,group E,some college,1.0,1.0,76.0,50.0,100.0,76.0,302.0,B,75.5,Pass
std-7356,female,group B,associate's degree,1.0,1.0,43.0,69.0,86.0,93.0,291.0,C,72.75,Pass
std-7357,female,group D,some college,1.0,0.0,79.0,84.0,46.0,36.0,245.0,D,61.25000000000001,Pass
std-7358,female,group A,associate's degree,0.0,1.0,88.0,51.0,93.0,53.0,285.0,C,71.25,Pass
std-7359,female,group D,associate's degree,1.0,0.0,75.0,64.0,82.0,82.0,303.0,B,75.75,Pass
std-7360,female,group C,high school,1.0,1.0,68.0,54.0,72.0,44.0,238.0,D,59.5,Pass
std-7361,female,group D,associate's degree,1.0,0.0,74.0,77.0,63.0,59.0,273.0,C,68.25,Pass
std-7362,female,group B,bachelor's degree,1.0,0.0,45.0,49.0,85.0,74.0,253.0,C,63.24999999999999,Pass
std-7363,female,group E,some high school,1.0,0.0,51.0,78.0,72.0,73.0,274.0,C,68.5,Pass
std-7364,female,group C,some college,0.0,0.0,66.0,51.0,75.0,61.0,253.0,C,63.24999999999999,Pass
std-7365,female,group A,high school,0.0,0.0,64.0,74.0,99.0,100.0,337.0,B,84.25,Pass
std-7366,female,group E,associate's degree,1.0,0.0,65.0,62.0,64.0,25.0,216.0,D,54.0,Pass
std-7367,female,group D,high school,1.0,0.0,27.0,36.0,84.0,58.0,205.0,D,51.24999999999999,Pass
std-7368,female,group E,high school,0.0,1.0,53.0,76.0,52.0,79.0,260.0,C,65.0,Pass
std-7369,female,group C,some college,1.0,1.0,87.0,97.0,66.0,51.0,301.0,B,75.25,Pass
std-7370,female,group A,associate's degree,0.0,0.0,51.0,64.0,79.0,74.0,268.0,C,67.0,Pass
std-7371,female,group E,associate's degree,0.0,0.0,74.0,91.0,97.0,63.0,325.0,B,81.25,Pass
std-7372,female,group D,high school,1.0,0.0,82.0,74.0,56.0,91.0,303.0,B,75.75,Pass
std-7373,female,group E,some high school,0.0,1.0,76.0,47.0,84.0,59.0,266.0,C,66.5,Pass
std-7374,female,group A,some college,1.0,0.0,96.0,60.0,90.0,73.0,319.0,B,79.75,Pass
std-7375,female,group B,high school,1.0,1.0,29.0,71.0,77.0,64.0,241.0,D,60.25,Pass
std-7376,female,group A,high school,0.0,0.0,32.0,34.0,42.0,56.0,164.0,D,41.0,Pass
std-7377,female,group E,bachelor's degree,1.0,0.0,100.0,44.0,75.0,65.0,284.0,C,71.0,Pass
std-7378,female,group D,high school,1.0,0.0,64.0,97.0,86.0,67.0,314.0,B,78.5,Pass
std-7379,female,group C,some high school,1.0,0.0,67.0,65.0,56.0,79.0,267.0,C,66.75,Pass
std-7380,female,group A,some college,1.0,0.0,37.0,76.0,79.0,64.0,256.0,C,64.0,Pass
std-7381,female,group C,associate's degree,1.0,0.0,63.0,82.0,74.0,97.0,316.0,B,79.0,Pass
std-7382,female,group B,bachelor's degree,1.0,1.0,51.0,93.0,94.0,83.0,321.0,B,80.25,Pass
std-7383,female,group B,high school,1.0,0.0,78.0,48.0,55.0,62.0,243.0,D,60.75000000000001,Pass
std-7384,female,group A,master's degree,1.0,0.0,40.0,75.0,43.0,49.0,207.0,D,51.74999999999999,Pass
std-7385,female,group D,master's degree,1.0,1.0,90.0,58.0,48.0,59.0,255.0,C,63.74999999999999,Pass
std-7386,female,group C,high school,1.0,0.0,79.0,43.0,97.0,59.0,278.0,C,69.5,Pass
std-7387,female,group B,some college,1.0,0.0,60.0,64.0,99.0,67.0,290.0,C,72.5,Pass
std-7388,female,group D,some high school,1.0,0.0,65.0,97.0,48.0,75.0,285.0,C,71.25,Pass
std-7389,female,group C,some college,1.0,0.0,81.0,57.0,65.0,86.0,289.0,C,72.25,Pass
std-7390,female,group B,high school,0.0,0.0,72.0,68.0,100.0,88.0,328.0,B,82.0,Pass
std-7391,female,group D,high school,1.0,0.0,89.0,99.0,38.0,49.0,275.0,C,68.75,Pass
std-7392,female,group D,some high school,1.0,0.0,51.0,94.0,66.0,60.0,271.0,C,67.75,Pass
std-7393,female,group C,some college,1.0,0.0,56.0,76.0,74.0,65.0,271.0,C,67.75,Pass
std-7394,female,group A,some high school,0.0,0.0,96.0,55.0,47.0,81.0,279.0,C,69.75,Pass
std-7395,female,group E,associate's degree,0.0,1.0,69.0,39.0,53.0,80.0,241.0,D,60.25,Pass
std-7396,female,group C,high school,1.0,0.0,51.0,43.0,92.0,93.0,279.0,C,69.75,Pass
std-7397,female,group A,bachelor's degree,1.0,0.0,86.0,54.0,74.0,54.0,268.0,C,67.0,Pass
std-7398,female,group D,some college,0.0,1.0,52.0,78.0,66.0,57.0,253.0,C,63.24999999999999,Pass
std-7399,female,group D,bachelor's degree,1.0,1.0,75.0,41.0,81.0,61.0,258.0,C,64.5,Pass
std-7400,female,group A,high school,0.0,0.0,48.0,78.0,51.0,39.0,216.0,D,54.0,Pass
std-7401,female,group D,bachelor's degree,0.0,0.0,31.0,66.0,64.0,88.0,249.0,D,62.25000000000001,Pass
std-7402,female,group C,master's degree,0.0,0.0,27.0,61.0,62.0,69.0,219.0,D,54.75,Pass
std-7403,female,group B,some high school,1.0,1.0,60.0,100.0,68.0,90.0,318.0,B,79.5,Pass
std-7404,female,group A,some college,0.0,1.0,66.0,100.0,82.0,78.0,326.0,B,81.5,Pass
std-7405,female,group B,high school,1.0,1.0,91.0,38.0,99.0,66.0,294.0,C,73.5,Pass
std-7406,female,group C,bachelor's degree,1.0,1.0,58.0,85.0,60.0,53.0,256.0,C,64.0,Pass
std-7407,female,group E,some college,1.0,1.0,75.0,63.0,84.0,73.0,295.0,C,73.75,Pass
std-7408,female,group C,some college,0.0,0.0,100.0,42.0,91.0,53.0,286.0,C,71.5,Pass
std-7409,female,group A,some college,0.0,0.0,78.0,41.0,73.0,82.0,274.0,C,68.5,Pass
std-7410,female,group E,bachelor's degree,1.0,0.0,82.0,90.0,64.0,71.0,307.0,B,76.75,Pass
std-7411,female,group C,some high school,0.0,1.0,49.0,73.0,68.0,57.0,247.0,D,61.75000000000001,Pass
std-7412,female,group C,high school,0.0,1.0,66.0,89.0,70.0,49.0,274.0,C,68.5,Pass
std-7413,female,group A,some college,0.0,0.0,69.0,56.0,76.0,68.0,269.0,C,67.25,Pass
std-7414,female,group D,high school,1.0,1.0,58.0,99.0,92.0,41.0,290.0,C,72.5,Pass
std-7415,female,group B,associate's degree,1.0,0.0,97.0,48.0,64.0,98.0,307.0,B,76.75,Pass
std-7416,female,group E,associate's degree,1.0,0.0,54.0,56.0,74.0,67.0,251.0,C,62.74999999999999,Pass
std-7417,female,group C,associate's degree,1.0,0.0,32.0,100.0,87.0,58.0,277.0,C,69.25,Pass
std-7418,female,group D,some college,1.0,0.0,57.0,63.0,86.0,83.0,289.0,C,72.25,Pass
std-7419,female,group C,high school,1.0,1.0,82.0,37.0,47.0,58.0,224.0,D,56.00000000000001,Pass
std-7420,female,group C,some high school,1.0,0.0,68.0,95.0,58.0,66.0,287.0,C,71.75,Pass
std-7421,female,group B,master's degree,0.0,0.0,64.0,60.0,81.0,29.0,234.0,D,58.5,Pass
std-7422,female,group B,associate's degree,1.0,1.0,77.0,98.0,66.0,75.0,316.0,B,79.0,Pass
std-7423,female,group C,high school,1.0,0.0,62.0,72.0,39.0,60.0,233.0,D,58.25,Pass
std-7424,female,group B,master's degree,0.0,0.0,54.0,65.0,88.0,34.0,241.0,D,60.25,Pass
std-7425,female,group E,some high school,1.0,1.0,41.0,56.0,77.0,83.0,257.0,C,64.25,Pass
std-7426,female,group D,some high school,1.0,0.0,28.0,40.0,67.0,52.0,187.0,D,46.75,Pass
std-7427,female,group C,some high school,1.0,0.0,54.0,58.0,41.0,68.0,221.0,D,55.25,Pass
std-7428,female,group C,master's degree,0.0,1.0,67.0,77.0,51.0,30.0,225.0,D,56.25,Pass
std-7429,female,group C,bachelor's degree,1.0,0.0,71.0,88.0,82.0,79.0,320.0,B,80.0,Pass
std-7430,female,group D,some high school,1.0,1.0,73.0,50.0,81.0,76.0,280.0,C,70.0,Pass
std-7431,female,group C,associate's degree,1.0,0.0,36.0,91.0,67.0,60.0,254.0,C,63.5,Pass
std-7432,female,group D,associate's degree,0.0,1.0,72.0,88.0,54.0,59.0,273.0,C,68.25,Pass
std-7433,female,group C,high school,0.0,1.0,54.0,57.0,48.0,46.0,205.0,D,51.24999999999999,Pass
std-7434,female,group C,high school,1.0,0.0,74.0,73.0,39.0,81.0,267.0,C,66.75,Pass
std-7435,female,group D,high school,1.0,0.0,80.0,57.0,57.0,61.0,255.0,C,63.74999999999999,Pass
std-7436,female,group C,associate's degree,1.0,1.0,60.0,41.0,70.0,99.0,270.0,C,67.5,Pass
std-7437,female,group A,some high school,1.0,1.0,75.0,73.0,75.0,50.0,273.0,C,68.25,Pass
std-7438,female,group C,master's degree,0.0,0.0,77.0,63.0,80.0,72.0,292.0,C,73.0,Pass
std-7439,female,group C,bachelor's degree,1.0,0.0,41.0,94.0,59.0,84.0,278.0,C,69.5,Pass
std-7440,female,group C,high school,1.0,0.0,70.0,90.0,67.0,100.0,327.0,B,81.75,Pass
std-7441,female,group B,some college,1.0,0.0,69.0,62.0,100.0,77.0,308.0,B,77.0,Pass
std-7442,female,group C,high school,1.0,0.0,68.0,74.0,87.0,65.0,294.0,C,73.5,Pass
std-7443,female,group D,high school,1.0,0.0,67.0,63.0,77.0,58.0,265.0,C,66.25,Pass
std-7444,female,group E,associate's degree,1.0,1.0,30.0,100.0,63.0,68.0,261.0,C,65.25,Pass
std-7445,female,group E,high school,1.0,0.0,56.0,66.0,59.0,85.0,266.0,C,66.5,Pass
std-7446,female,group E,associate's degree,0.0,0.0,67.0,81.0,52.0,87.0,287.0,C,71.75,Pass
std-7447,female,group C,some college,1.0,1.0,56.0,81.0,97.0,73.0,307.0,B,76.75,Pass
std-7448,female,group E,high school,1.0,0.0,31.0,47.0,100.0,78.0,256.0,C,64.0,Pass
std-7449,female,group A,some high school,1.0,1.0,58.0,93.0,76.0,77.0,304.0,B,76.0,Pass
std-7450,female,group C,some college,1.0,1.0,71.0,78.0,75.0,69.0,293.0,C,73.25,Pass
std-7451,female,group D,high school,1.0,1.0,76.0,100.0,69.0,74.0,319.0,B,79.75,Pass
std-7452,female,group C,some college,1.0,1.0,51.0,53.0,86.0,61.0,251.0,C,62.74999999999999,Pass
std-7453,female,group B,bachelor's degree,1.0,0.0,68.0,63.0,33.0,55.0,219.0,D,54.75,Pass
std-7454,female,group C,associate's degree,0.0,0.0,53.0,50.0,93.0,55.0,251.0,C,62.74999999999999,Pass
std-7455,female,group D,some college,1.0,0.0,69.0,90.0,76.0,73.0,308.0,B,77.0,Pass
std-7456,female,group C,associate's degree,1.0,1.0,66.0,35.0,84.0,77.0,262.0,C,65.5,Pass
std-7457,female,group B,high school,1.0,0.0,57.0,94.0,95.0,98.0,344.0,B,86.0,Pass
std-7458,female,group C,high school,0.0,0.0,27.0,64.0,37.0,53.0,181.0,D,45.25,Pass
std-7459,female,group D,some high school,1.0,0.0,78.0,44.0,75.0,76.0,273.0,C,68.25,Pass
std-7460,female,group A,bachelor's degree,0.0,1.0,48.0,82.0,89.0,57.0,276.0,C,69.0,Pass
std-7461,female,group D,associate's degree,0.0,0.0,41.0,95.0,90.0,75.0,301.0,B,75.25,Pass
std-7462,female,group C,some college,1.0,1.0,61.0,74.0,100.0,80.0,315.0,B,78.75,Pass
std-7463,female,group E,high school,1.0,1.0,53.0,94.0,100.0,85.0,332.0,B,83.0,Pass
std-7464,female,group D,associate's degree,0.0,0.0,27.0,69.0,80.0,81.0,257.0,C,64.25,Pass
std-7465,female,group B,associate's degree,1.0,0.0,51.0,100.0,68.0,67.0,286.0,C,71.5,Pass
std-7466,female,group B,some high school,0.0,0.0,77.0,47.0,59.0,62.0,245.0,D,61.25000000000001,Pass
std-7467,female,group D,bachelor's degree,0.0,0.0,65.0,57.0,84.0,35.0,241.0,D,60.25,Pass
std-7468,female,group C,some high school,1.0,0.0,94.0,74.0,45.0,94.0,307.0,B,76.75,Pass
std-7469,female,group B,associate's degree,1.0,1.0,45.0,65.0,60.0,72.0,242.0,D,60.5,Pass
std-7470,female,group E,some college,1.0,0.0,46.0,78.0,70.0,60.0,254.0,C,63.5,Pass
std-7471,female,group B,high school,1.0,0.0,87.0,32.0,77.0,86.0,282.0,C,70.5,Pass
std-7472,female,group E,some high school,0.0,0.0,57.0,83.0,86.0,95.0,321.0,B,80.25,Pass
std-7473,female,group C,some college,1.0,1.0,49.0,40.0,67.0,66.0,222.0,D,55.50000000000001,Pass
std-7474,female,group D,master's degree,0.0,0.0,70.0,86.0,84.0,85.0,325.0,B,81.25,Pass
std-7475,female,group D,bachelor's degree,0.0,0.0,71.0,64.0,95.0,62.0,292.0,C,73.0,Pass
std-7476,female,group D,some college,0.0,0.0,68.0,26.0,81.0,57.0,232.0,D,57.99999999999999,Pass
std-7477,female,group D,some high school,0.0,0.0,54.0,100.0,65.0,83.0,302.0,B,75.5,Pass
std-7478,female,group A,associate's degree,1.0,1.0,94.0,78.0,88.0,72.0,332.0,B,83.0,Pass
std-7479,female,group C,some college,1.0,0.0,80.0,100.0,75.0,89.0,344.0,B,86.0,Pass
std-7480,female,group E,associate's degree,1.0,1.0,79.0,61.0,75.0,88.0,303.0,B,75.75,Pass
std-7481,female,group B,high school,1.0,0.0,40.0,67.0,83.0,67.0,257.0,C,64.25,Pass
std-7482,female,group C,some college,0.0,0.0,67.0,84.0,47.0,82.0,280.0,C,70.0,Pass
std-7483,female,group D,associate's degree,0.0,0.0,57.0,84.0,90.0,66.0,297.0,C,74.25,Pass
std-7484,female,group D,some college,0.0,0.0,62.0,61.0,80.0,40.0,243.0,D,60.75000000000001,Pass
std-7485,female,group C,bachelor's degree,1.0,1.0,66.0,98.0,63.0,43.0,270.0,C,67.5,Pass
std-7486,female,group C,bachelor's degree,1.0,0.0,79.0,80.0,57.0,43.0,259.0,C,64.75,Pass
std-7487,female,group A,master's degree,0.0,0.0,78.0,57.0,63.0,92.0,290.0,C,72.5,Pass
std-7488,female,group C,high school,0.0,1.0,88.0,54.0,100.0,61.0,303.0,B,75.75,Pass
std-7489,female,group D,some high school,1.0,0.0,50.0,75.0,52.0,70.0,247.0,D,61.75000000000001,Pass
std-7490,female,group B,associate's degree,1.0,1.0,92.0,66.0,81.0,66.0,305.0,B,76.25,Pass
std-7491,female,group D,some high school,0.0,1.0,58.0,44.0,71.0,65.0,238.0,D,59.5,Pass
std-7492,female,group D,some high school,1.0,0.0,52.0,78.0,63.0,79.0,272.0,C,68.0,Pass
std-7493,female,group D,associate's degree,1.0,1.0,67.0,61.0,92.0,48.0,268.0,C,67.0,Pass
std-7494,female,group B,high school,0.0,1.0,66.0,72.0,55.0,76.0,269.0,C,67.25,Pass
std-7495,female,group D,associate's degree,1.0,1.0,80.0,49.0,83.0,69.0,281.0,C,70.25,Pass
std-7496,female,group D,some high school,1.0,0.0,59.0,44.0,69.0,61.0,233.0,D,58.25,Pass
std-7497,female,group B,high school,1.0,0.0,86.0,86.0,44.0,60.0,276.0,C,69.0,Pass
std-7498,female,group B,high school,1.0,1.0,65.0,76.0,68.0,82.0,291.0,C,72.75,Pass
std-7499,female,group B,bachelor's degree,1.0,1.0,70.0,100.0,68.0,57.0,295.0,C,73.75,Pass
std-7500,female,group D,some high school,0.0,0.0,27.0,43.0,77.0,47.0,194.0,D,48.5,Pass
std-7501,female,group C,high school,1.0,0.0,63.0,96.0,64.0,96.0,319.0,B,79.75,Pass
std-7502,female,group E,associate's degree,0.0,1.0,40.0,71.0,45.0,47.0,203.0,D,50.74999999999999,Pass
std-7503,female,group A,some college,1.0,1.0,66.0,54.0,100.0,87.0,307.0,B,76.75,Pass
std-7504,female,group C,master's degree,1.0,1.0,40.0,73.0,61.0,66.0,240.0,D,60.0,Pass
std-7505,female,group A,some high school,1.0,1.0,76.0,85.0,63.0,63.0,287.0,C,71.75,Pass
std-7506,female,group A,some high school,1.0,1.0,58.0,75.0,95.0,65.0,293.0,C,73.25,Pass
std-7507,female,group A,high school,0.0,0.0,57.0,29.0,98.0,84.0,268.0,C,67.0,Pass
std-7508,female,group C,associate's degree,0.0,0.0,54.0,87.0,80.0,91.0,312.0,B,78.0,Pass
std-7509,female,group C,some high school,1.0,1.0,73.0,41.0,37.0,61.0,212.0,D,53.0,Pass
std-7510,female,group C,associate's degree,1.0,0.0,53.0,73.0,48.0,87.0,261.0,C,65.25,Pass
std-7511,female,group E,master's degree,1.0,0.0,59.0,84.0,45.0,82.0,270.0,C,67.5,Pass
std-7512,female,group E,high school,1.0,1.0,78.0,23.0,66.0,58.0,225.0,D,56.25,Pass
std-7513,female,group B,some college,1.0,0.0,67.0,55.0,57.0,48.0,227.0,D,56.75,Pass
std-7514,female,group C,associate's degree,1.0,1.0,51.0,37.0,38.0,89.0,215.0,D,53.75,Pass
std-7515,female,group A,high school,1.0,1.0,41.0,81.0,97.0,74.0,293.0,C,73.25,Pass
std-7516,female,group B,some high school,1.0,1.0,77.0,30.0,80.0,45.0,232.0,D,57.99999999999999,Pass
std-7517,female,group C,associate's degree,0.0,0.0,72.0,70.0,95.0,39.0,276.0,C,69.0,Pass
std-7518,female,group D,high school,0.0,0.0,62.0,81.0,56.0,90.0,289.0,C,72.25,Pass
std-7519,female,group E,some college,1.0,1.0,56.0,77.0,59.0,43.0,235.0,D,58.75,Pass
std-7520,female,group C,associate's degree,1.0,0.0,67.0,77.0,67.0,66.0,277.0,C,69.25,Pass
std-7521,female,group C,high school,1.0,0.0,68.0,81.0,70.0,59.0,278.0,C,69.5,Pass
std-7522,female,group B,bachelor's degree,1.0,1.0,39.0,54.0,62.0,84.0,239.0,D,59.75,Pass
std-7523,female,group D,high school,0.0,1.0,62.0,38.0,100.0,80.0,280.0,C,70.0,Pass
std-7524,female,group E,some high school,1.0,1.0,100.0,83.0,88.0,79.0,350.0,A,87.5,Pass
std-7525,female,group C,some high school,1.0,0.0,56.0,76.0,100.0,100.0,332.0,B,83.0,Pass
std-7526,female,group D,some high school,1.0,0.0,38.0,81.0,65.0,41.0,225.0,D,56.25,Pass
std-7527,female,group C,some college,1.0,1.0,83.0,84.0,85.0,59.0,311.0,B,77.75,Pass
std-7528,female,group E,associate's degree,1.0,0.0,95.0,74.0,58.0,72.0,299.0,C,74.75,Pass
std-7529,female,group C,bachelor's degree,0.0,0.0,69.0,81.0,83.0,100.0,333.0,B,83.25,Pass
std-7530,female,group B,associate's degree,1.0,1.0,53.0,67.0,68.0,99.0,287.0,C,71.75,Pass
std-7531,female,group B,high school,0.0,1.0,67.0,99.0,83.0,65.0,314.0,B,78.5,Pass
std-7532,female,group B,high school,1.0,1.0,67.0,55.0,72.0,54.0,248.0,D,62.0,Pass
std-7533,female,group A,high school,0.0,1.0,81.0,60.0,72.0,80.0,293.0,C,73.25,Pass
std-7534,female,group D,high school,1.0,0.0,59.0,30.0,100.0,49.0,238.0,D,59.5,Pass
std-7535,female,group E,master's degree,1.0,0.0,89.0,51.0,81.0,80.0,301.0,B,75.25,Pass
std-7536,female,group C,associate's degree,1.0,1.0,36.0,67.0,100.0,73.0,276.0,C,69.0,Pass
std-7537,female,group E,high school,0.0,0.0,57.0,100.0,68.0,78.0,303.0,B,75.75,Pass
std-7538,female,group B,high school,1.0,1.0,52.0,69.0,77.0,93.0,291.0,C,72.75,Pass
std-7539,female,D,some high school,0.0,1.0,65.0,68.0,89.0,47.0,269.0,C,67.25,Pass
std-7540,female,group D,some college,0.0,1.0,86.0,88.0,67.0,61.0,302.0,B,75.5,Pass
std-7541,female,group D,some college,1.0,0.0,75.0,50.0,87.0,55.0,267.0,C,66.75,Pass
std-7542,female,group B,high school,0.0,0.0,66.0,89.0,98.0,49.0,302.0,B,75.5,Pass
std-7543,female,group C,some college,1.0,0.0,73.0,27.0,54.0,89.0,243.0,D,60.75000000000001,Pass
std-7544,female,group C,high school,1.0,0.0,68.0,94.0,53.0,72.0,287.0,C,71.75,Pass
std-7545,female,group C,some high school,1.0,0.0,71.0,69.0,63.0,59.0,262.0,C,65.5,Pass
std-7546,female,group E,high school,1.0,0.0,27.0,78.0,86.0,68.0,259.0,C,64.75,Pass
std-7547,female,group B,some college,1.0,0.0,100.0,100.0,75.0,70.0,345.0,B,86.25,Pass
std-7548,female,group C,some college,1.0,1.0,71.0,70.0,62.0,96.0,299.0,C,74.75,Pass
std-7549,female,group B,some college,0.0,0.0,50.0,78.0,60.0,32.0,220.0,D,55.00000000000001,Pass
std-7550,female,group D,master's degree,1.0,1.0,50.0,100.0,31.0,44.0,225.0,D,56.25,Pass
std-7551,female,group B,high school,1.0,0.0,65.0,88.0,100.0,66.0,319.0,B,79.75,Pass
std-7552,female,group A,some high school,1.0,0.0,65.0,65.0,50.0,79.0,259.0,C,64.75,Pass
std-7553,female,group C,some college,1.0,1.0,80.0,51.0,84.0,57.0,272.0,C,68.0,Pass
std-7554,female,group D,bachelor's degree,1.0,1.0,59.0,66.0,84.0,72.0,281.0,C,70.25,Pass
std-7555,female,group D,associate's degree,0.0,0.0,89.0,100.0,99.0,94.0,382.0,A,95.5,Pass
std-7556,female,group D,some high school,1.0,0.0,73.0,68.0,71.0,78.0,290.0,C,72.5,Pass
